user,item,topk,counterfactual,predicted_scores,replacement,actual_scores_0,actual_scores_1,actual_scores_2,actual_scores_3,actual_scores_4,actual_scores_avg
78,7387,"[7387, 4340, 4341, 6960, 4347, 4353, 4349, 1347, 1016, 1465]","{19329, 786, 7061, 5916, 4767, 11691, 1604, 1605, 461, 1614, 1117, 7008, 1123, 14824, 1002, 1004, 1012, 18933, 5236, 4988, 4477, 255}","[4.956953, 4.9623427, 4.8581386, 4.468392, 4.6137605, 4.54932, 4.540469, 4.4306765, 4.23952, 4.116355]",4340,"[6.512125492095947, 5.520498275756836, 5.722855567932129, 4.030309677124023, 4.885895729064941, 5.134027481079102, 5.291925430297852, 4.662440299987793, 3.674539804458618, 3.1975321769714355]","[6.331264495849609, 5.592073440551758, 5.578734397888184, 4.113665580749512, 5.229862213134766, 5.171350479125977, 5.220645904541016, 5.640582084655762, 3.8633828163146973, 3.449551820755005]","[6.29400634765625, 5.223353385925293, 4.959768295288086, 4.303102970123291, 4.452521324157715, 4.621950626373291, 4.742616176605225, 5.226663589477539, 3.9494898319244385, 3.6294097900390625]","[6.191987991333008, 4.981822490692139, 2.8845183849334717, 4.844937801361084, 4.863933563232422, 4.951735019683838, 4.966338157653809, 4.779095649719238, 4.060391426086426, 3.3844408988952637]","[6.166324615478516, 5.418870449066162, 5.184578895568848, 4.200924873352051, 4.935719966888428, 4.922374725341797, 4.604761123657227, 2.937166452407837, 3.757514476776123, 3.9075562953948975]","[6.299141788482666, 5.347323608398438, 4.866091108322143, 4.2985881805419925, 4.873586559295655, 4.9602876663208, 4.965257358551026, 4.649189615249634, 3.8610636711120607, 3.513698196411133]"
79,1231,"[1231, 14588, 614, 197, 1366, 1069, 13979, 7000, 6186, 6412]","{772, 773, 17543, 14092, 14093, 531, 1045, 15258, 20762, 924, 1053, 670, 23972, 677, 23974, 938, 939, 1194, 941, 1203, 821, 18741, 7992, 3640, 23997, 707, 7109, 24007, 1095, 461, 6360, 1627, 17372, 993, 737, 739, 13412, 613, 24037, 8426, 24042, 1393, 1011, 1012, 1013, 634, 759, 1402}","[8.2862215, 7.732388, 7.4187665, 6.405285, 7.5516343, 7.6328654, 7.2417636, 7.3053, 7.6787887, 8.305959]",6412,"[3.652456521987915, 7.142980575561523, 5.700745582580566, 4.8231024742126465, 8.1108980178833, 7.966624736785889, 5.892335414886475, 7.313033580780029, 5.562820911407471, 7.323237419128418]","[6.587975978851318, 7.1089558601379395, 6.459025859832764, 5.19612455368042, 8.292529106140137, 7.031988143920898, 6.244356632232666, 7.948427677154541, 5.794846534729004, 7.982597827911377]","[4.85033655166626, 5.821997165679932, 6.463906764984131, 5.52239465713501, 8.13359260559082, 6.645827293395996, 6.134678363800049, 6.789900779724121, 5.493148326873779, 7.584264755249023]","[4.397372245788574, 6.679507732391357, 6.460158348083496, 4.7824530601501465, 8.304441452026367, 6.73777961730957, 5.811113357543945, 7.4022955894470215, 5.438794136047363, 8.144949913024902]","[4.186992168426514, 5.920888423919678, 5.8943867683410645, 4.6526947021484375, 7.8462395668029785, 6.881937503814697, 6.040133476257324, 7.6191511154174805, 5.5872626304626465, 7.746293067932129]","[4.735026693344116, 6.534865951538086, 6.195644664764404, 4.995353889465332, 8.137540149688721, 7.05283145904541, 6.024523448944092, 7.414561748504639, 5.575374507904053, 7.75626859664917]"
80,1231,"[1231, 6778, 1525, 6446, 1606, 307, 12272, 15366, 12948, 6807]","{6402, 24198, 5770, 21898, 24077, 24079, 1045, 18461, 12962, 677, 553, 938, 941, 24109, 943, 944, 1201, 692, 6965, 18869, 439, 443, 1211, 706, 66, 24130, 968, 24138, 332, 845, 18514, 24157, 13411, 24164, 997, 7395, 14824, 8042, 24177, 1524, 1013, 1526, 24185, 4731, 892, 126, 767}","[8.470947, 8.483483, 7.4383674, 7.243815, 7.1889024, 7.168472, 7.126754, 6.9998684, 7.2587266, 6.9716167]",6778,"[6.008852958679199, 7.699426174163818, 7.074237823486328, 6.968728065490723, 6.927523136138916, 6.602406024932861, 7.146136283874512, 6.791402816772461, 6.72921895980835, 6.693390369415283]","[4.619708061218262, 7.398068428039551, 7.4572553634643555, 7.385621547698975, 5.529759883880615, 7.351871013641357, 6.927188396453857, 6.5111284255981445, 7.675079345703125, 7.174746990203857]","[7.870699405670166, 7.810564041137695, 7.2748260498046875, 7.472533702850342, 3.7626030445098877, 7.030997276306152, 7.536955833435059, 6.882923126220703, 7.644893169403076, 7.591296672821045]","[4.489953517913818, 7.442538738250732, 7.370223045349121, 6.680875778198242, 6.799725532531738, 6.507588863372803, 7.23535680770874, 6.373519420623779, 6.762501239776611, 6.587831974029541]","[4.567041397094727, 7.718198299407959, 6.66014289855957, 7.19470739364624, 6.66473388671875, 7.086403846740723, 6.544118404388428, 7.009390354156494, 7.5443878173828125, 6.445935249328613]","[5.511251068115234, 7.613759136199951, 7.167337036132812, 7.140493297576905, 5.936869096755982, 6.91585340499878, 7.077951145172119, 6.713672828674317, 7.271216106414795, 6.898640251159668]"
81,7337,"[7337, 1511, 7503, 21897, 5238, 17781, 6778, 15116, 12681, 25781]","{547, 1572, 1211}","[6.3979745, 6.183907, 6.4686427, 6.3284516, 5.86604, 6.1954947, 6.1387734, 5.845975, 5.782181, 5.692838]",7503,"[5.290785312652588, 5.686374664306641, 6.356990337371826, 6.7559356689453125, 4.404574871063232, 3.8042995929718018, 5.906482219696045, 4.770194053649902, 5.60365629196167, 6.1879048347473145]","[5.609094619750977, 6.33955192565918, 6.388664722442627, 6.690237522125244, 5.764157295227051, 4.056396961212158, 5.740235805511475, 4.9325785636901855, 5.855625152587891, 6.202688217163086]","[6.550843238830566, 6.511941909790039, 6.308648586273193, 6.232222557067871, 6.128970623016357, 4.280361175537109, 5.553902626037598, 4.440556526184082, 5.673099517822266, 6.439122200012207]","[5.9359941482543945, 5.946232795715332, 6.429473400115967, 6.669949054718018, 6.014934062957764, 4.431238174438477, 5.905348300933838, 4.692202091217041, 5.7514448165893555, 6.774443626403809]","[5.560222625732422, 6.089798927307129, 4.929953575134277, 6.8345208168029785, 5.510828018188477, 3.959045886993408, 5.814602851867676, 4.8491597175598145, 5.74349308013916, 6.549618244171143]","[5.789387989044189, 6.114780044555664, 6.082746124267578, 6.636573123931885, 5.564692974090576, 4.106268358230591, 5.784114360809326, 4.736938190460205, 5.725463771820069, 6.4307554244995115]"
82,1231,"[1231, 1477, 6778, 6807, 1072, 155, 1458, 1588, 18106, 12681]","{21895, 21770, 21771, 21772, 4752, 1044, 536, 16280, 24227, 1571, 8101, 20902, 4903, 941, 943, 7473, 6837, 6838, 1591, 1590, 20922, 22459, 22460, 22461, 22458, 6716, 22464, 22465, 22466, 6717, 1604, 837, 7241, 586, 7499, 19287, 1371, 7517, 1117, 19296, 7009, 4583, 1000, 1386, 7018, 18288, 20978, 6715, 21755}","[10.127388, 8.3516865, 10.163359, 7.379499, 7.8010654, 7.43059, 7.4646273, 8.605634, 6.777064, 7.2475185]",6778,"[6.564373016357422, 5.853489398956299, 7.559291362762451, 7.236024856567383, 5.411552906036377, 7.237678050994873, 6.320857524871826, 6.316363334655762, 6.861331462860107, 7.414694309234619]","[5.9953532218933105, 7.743535995483398, 7.599631309509277, 8.305655479431152, 7.448629856109619, 7.065152168273926, 6.867228031158447, 6.754270553588867, 8.141748428344727, 7.19227409362793]","[7.3450212478637695, 8.280878067016602, 7.918432712554932, 7.884320259094238, 6.2519211769104, 7.563268184661865, 6.574084758758545, 6.661853790283203, 8.045350074768066, 7.434045314788818]","[6.433431148529053, 6.05989408493042, 7.635376453399658, 7.491069793701172, 6.829528331756592, 6.932812690734863, 6.335174560546875, 6.514519214630127, 6.492790222167969, 7.17808723449707]","[5.315764427185059, 6.886826515197754, 7.195119857788086, 7.081709384918213, 7.039677619934082, 6.873908042907715, 6.347599029541016, 5.88383150100708, 5.807193279266357, 7.358973979949951]","[6.330788612365723, 6.9649248123168945, 7.581570339202881, 7.599755954742432, 6.596261978149414, 7.134563827514649, 6.488988780975342, 6.426167678833008, 7.069682693481445, 7.315614986419678]"
83,6778,"[6778, 307, 1408, 1391, 417, 1231, 803, 15366, 4340, 4341]",,,-1,,,,,,
84,6778,"[6778, 7394, 21796, 689, 6850, 6852, 17781, 6853, 3640, 6855]",,,-1,,,,,,
85,6778,"[6778, 12681, 1458, 803, 15366, 1391, 4340, 4341, 1231, 15402]",,,-1,,,,,,
86,1231,"[1231, 1516, 49, 1047, 1217, 1202, 7998, 7333, 12272, 7394]","{24848, 18869}","[8.972572, 8.984144, 8.738011, 8.636823, 8.216389, 8.334414, 8.36016, 8.307741, 7.907066, 7.936659]",1516,"[8.129265785217285, 7.785844802856445, 6.483463764190674, 7.325372695922852, 5.994258880615234, 7.79520320892334, 7.1101579666137695, 7.587507724761963, 7.170300483703613, 6.094412803649902]","[7.269824981689453, 8.027908325195312, 6.623479843139648, 7.361381530761719, 6.709035873413086, 7.7577056884765625, 7.2563066482543945, 8.088445663452148, 6.7999162673950195, 6.741779327392578]","[7.0967278480529785, 8.00592041015625, 6.718335151672363, 7.829052925109863, 6.350727081298828, 7.151733875274658, 7.262475967407227, 7.748105525970459, 6.968473434448242, 6.157535076141357]","[7.996196269989014, 8.17316722869873, 6.870151519775391, 7.980432033538818, 7.0254292488098145, 7.512247085571289, 7.2018327713012695, 7.745423316955566, 7.157891273498535, 5.983049392700195]","[7.38830041885376, 7.9413981437683105, 6.374760150909424, 7.299726486206055, 6.212646961212158, 7.7551116943359375, 7.502292633056641, 7.725805282592773, 7.045508861541748, 6.7979021072387695]","[7.576063060760498, 7.98684778213501, 6.6140380859375, 7.559193134307861, 6.458419609069824, 7.594400310516358, 7.26661319732666, 7.779057502746582, 7.028418064117432, 6.35493574142456]"
87,6807,"[6807, 677, 6410, 5465, 1231, 13460, 21897, 13979, 6855, 6852]","{1123, 1193, 14794, 586, 13228, 493, 13552, 786, 1010, 7992, 858, 892, 7325}","[8.466477, 8.245004, 8.331646, 8.077569, 8.078757, 8.484659, 8.197777, 7.8432474, 7.719917, 7.664236]",13460,"[8.458149909973145, 8.203813552856445, 6.697919845581055, 7.56858491897583, 7.464944362640381, 7.771028995513916, 7.856810569763184, 7.552972316741943, 7.72822380065918, 7.746471881866455]","[7.552689075469971, 7.90084981918335, 6.689051628112793, 7.792055130004883, 7.605713844299316, 8.579230308532715, 7.824370384216309, 7.2394022941589355, 8.000155448913574, 7.8916916847229]","[8.334410667419434, 8.397270202636719, 7.571213722229004, 7.356159210205078, 4.678226470947266, 8.498041152954102, 8.178238868713379, 6.887616157531738, 8.457886695861816, 8.43142032623291]","[7.87399435043335, 8.123804092407227, 6.2368669509887695, 7.665111064910889, 5.923152446746826, 8.384382247924805, 7.868984699249268, 6.545210361480713, 7.909361362457275, 7.9141621589660645]","[7.553375720977783, 7.692413806915283, 6.336367130279541, 7.799572467803955, 6.687145709991455, 8.142304420471191, 7.956721782684326, 7.400082111358643, 7.816351890563965, 7.759100914001465]","[7.954523944854737, 8.063630294799804, 6.706283855438232, 7.636296558380127, 6.471836566925049, 8.274997425079345, 7.937025260925293, 7.125056648254395, 7.982395839691162, 7.948569393157959]"
88,1217,"[1217, 7176, 19073, 1231, 1202, 7998, 1005, 1047, 1012, 7333]","{998, 903, 1065, 25004, 943, 719, 944, 25012, 7351, 24985, 892, 7230}","[8.726584, 8.646219, 8.736561, 7.7829666, 7.787272, 7.6168737, 7.733312, 7.5254683, 7.489934, 7.366314]",19073,"[7.239705562591553, 9.66236686706543, 9.532588005065918, 5.680408954620361, 7.155708312988281, 6.132956027984619, 8.525500297546387, 7.484052658081055, 8.19070816040039, 7.638134956359863]","[6.825870037078857, 9.368934631347656, 9.23089599609375, 5.821873188018799, 7.753499507904053, 6.186609745025635, 8.184642791748047, 7.5405731201171875, 7.769418716430664, 7.199491500854492]","[6.894846439361572, 9.471996307373047, 9.363085746765137, 6.52006196975708, 7.866729736328125, 6.2545671463012695, 8.191408157348633, 7.842171669006348, 7.885359287261963, 7.606219291687012]","[7.131799221038818, 9.56505298614502, 9.16121768951416, 5.861719131469727, 7.516419887542725, 6.147028923034668, 8.10232162475586, 7.538760185241699, 7.865245819091797, 7.2276482582092285]","[7.081579685211182, 8.822601318359375, 8.720732688903809, 7.689479351043701, 7.007073879241943, 6.593094348907471, 8.08803653717041, 7.318546295166016, 7.498610973358154, 7.388810157775879]","[7.034760189056397, 9.378190422058106, 9.201704025268555, 6.314708518981933, 7.459886264801026, 6.262851238250732, 8.218381881713867, 7.544820785522461, 7.841868591308594, 7.412060832977295]"
89,1408,"[1408, 417, 1231, 197, 6778, 1391, 1458, 1588, 803, 15396]","{704, 547, 996, 772, 839, 938, 943, 858, 862}","[9.5942, 9.609431, 8.719251, 8.643379, 8.764167, 8.47029, 7.717297, 7.7830434, 7.8296366, 7.767515]",417,"[9.442479133605957, 10.213345527648926, 8.14303207397461, 9.313465118408203, 7.485047817230225, 8.938876152038574, 5.106124401092529, 6.46862268447876, 7.3710618019104, 7.662515163421631]","[8.772583961486816, 10.117968559265137, 7.096348762512207, 9.576645851135254, 7.568870544433594, 8.496959686279297, 4.682339191436768, 7.897364616394043, 7.554605007171631, 7.589910984039307]","[8.638307571411133, 9.917295455932617, 6.859570503234863, 8.981161117553711, 7.5430145263671875, 7.598467826843262, 5.992697715759277, 6.4976935386657715, 7.190622806549072, 7.370143890380859]","[7.263004779815674, 9.670244216918945, 6.934304714202881, 8.542820930480957, 7.660762310028076, 8.616828918457031, 5.983440399169922, 5.3829216957092285, 7.702089309692383, 7.221158504486084]","[8.82188606262207, 9.5750732421875, 7.979106426239014, 9.741926193237305, 7.903233528137207, 8.917871475219727, 5.3281731605529785, 7.184789180755615, 7.304989337921143, 7.885782718658447]","[8.58765230178833, 9.898785400390626, 7.402472496032715, 9.231203842163087, 7.632185745239258, 8.513800811767577, 5.418554973602295, 6.686278343200684, 7.424673652648925, 7.545902252197266]"
90,21897,"[21897, 1366, 15089, 7071, 16247, 12948, 12858, 18724, 19996, 613]",,,-1,,,,,,
91,1231,"[1231, 621, 6989, 1217, 17629, 13098, 1005, 7173, 307, 1627]",,,-1,,,,,,
92,1231,"[1231, 1525, 6778, 1217, 7394, 20631, 6415, 5465, 49, 719]",{1370},"[7.5319815, 7.563108, 7.2604823, 7.0204268, 6.448199, 6.3850603, 6.288843, 6.1571965, 6.0570407, 5.9220104]",1525,"[6.293898105621338, 8.574220657348633, 7.2378621101379395, 7.734586715698242, 4.232027530670166, 6.646941661834717, 6.76213264465332, 6.0766682624816895, 6.6355977058410645, 5.616217613220215]","[6.327592849731445, 8.797962188720703, 7.142199516296387, 6.894410610198975, 3.7792246341705322, 6.394323825836182, 6.454774379730225, 6.2754807472229, 6.642923355102539, 5.891117095947266]","[4.694312572479248, 8.349264144897461, 7.35873556137085, 7.5237860679626465, 4.286994457244873, 6.24260950088501, 5.484149932861328, 6.684952259063721, 6.4591288566589355, 5.281062602996826]","[4.823405742645264, 8.535200119018555, 6.9715447425842285, 6.967042446136475, 3.77660870552063, 7.170751094818115, 5.595766067504883, 6.590295791625977, 6.488897800445557, 6.124104022979736]","[4.417564392089844, 8.415029525756836, 6.789756774902344, 7.151551723480225, 3.721968173980713, 5.844748020172119, 4.6939778327941895, 6.497236728668213, 6.3440961837768555, 5.7500386238098145]","[5.311354732513427, 8.534335327148437, 7.100019741058349, 7.254275512695313, 3.9593647003173826, 6.459874820709229, 5.798160171508789, 6.4249267578125, 6.51412878036499, 5.732507991790771]"
93,1231,"[1231, 1047, 197, 1391, 7394, 17781, 12948, 6778, 1473, 12939]",,,-1,,,,,,
94,1231,"[1231, 1217, 792, 49, 1201, 6989, 6186, 1516, 7998, 14600]",,,-1,,,,,,
95,7394,"[7394, 1473, 8058, 7176, 14662, 7135, 6778, 1047, 15089, 837]",{547},"[7.41275, 7.5390286, 7.3626027, 7.1387334, 6.9843583, 6.999265, 7.010626, 6.863024, 6.731959, 6.676589]",1473,"[6.244137287139893, 7.020473003387451, 7.009642601013184, 7.498111724853516, 6.030728340148926, 6.637413024902344, 6.337271213531494, 6.389071464538574, 6.384781360626221, 6.6091485023498535]","[5.4273858070373535, 7.450106620788574, 6.984714031219482, 6.9503960609436035, 5.686833381652832, 6.847164630889893, 6.603087425231934, 5.4159722328186035, 6.814078330993652, 6.364110469818115]","[6.012637615203857, 8.134246826171875, 6.246687412261963, 7.347712993621826, 6.394731521606445, 6.634496212005615, 6.761510372161865, 6.444146156311035, 6.55033540725708, 6.700986385345459]","[5.915358543395996, 7.380096435546875, 6.248507499694824, 7.2181782722473145, 7.251713752746582, 6.824769973754883, 6.261778831481934, 6.4889960289001465, 6.351969242095947, 6.531954765319824]","[5.786097049713135, 7.650272846221924, 6.238021373748779, 7.353039264678955, 6.995441913604736, 6.751922130584717, 6.158322811126709, 6.601844310760498, 6.310655117034912, 6.349794387817383]","[5.877123260498047, 7.5270391464233395, 6.5455145835876465, 7.273487663269043, 6.471889781951904, 6.73915319442749, 6.424394130706787, 6.268006038665772, 6.482363891601563, 6.511198902130127]"
96,1231,"[1231, 621, 6186, 197, 1450, 6446, 12272, 307, 597, 23361]","{21127, 14100, 536, 670, 1188, 943, 26545, 26546, 26547, 26549, 26550, 26551, 26552, 26553, 26554, 26555, 25032, 7117, 7374, 7375, 7381, 15190, 21335, 15191, 21334, 13918, 992, 994, 996, 8421, 998, 17386, 14318, 8434, 7284, 1018, 637}","[10.883062, 8.787379, 10.919379, 8.151966, 7.2286916, 8.56525, 8.620949, 7.7865677, 9.745861, 7.46428]",6186,"[9.366129875183105, 7.464931011199951, 7.140294551849365, 7.8435750007629395, 6.6345438957214355, 7.881535530090332, 7.923641681671143, 8.060221672058105, 7.3890838623046875, 7.12740421295166]","[10.335282325744629, 8.895649909973145, 6.936588764190674, 8.380694389343262, 7.167397975921631, 8.18789291381836, 7.820685863494873, 8.573673248291016, 7.903756141662598, 7.2778801918029785]","[9.609004974365234, 8.759708404541016, 6.778701305389404, 8.050037384033203, 6.767855167388916, 8.290083885192871, 8.147332191467285, 7.865828037261963, 7.694921970367432, 7.466971397399902]","[9.279439926147461, 8.274308204650879, 7.27370023727417, 8.103828430175781, 6.828335285186768, 7.905038356781006, 7.833126068115234, 8.15228271484375, 7.5257978439331055, 7.344244956970215]","[8.673294067382812, 8.89781379699707, 5.945179462432861, 10.094942092895508, 6.258521556854248, 6.8442277908325195, 7.050037384033203, 7.769632339477539, 7.0860748291015625, 6.715882778167725]","[9.452630233764648, 8.458482265472412, 6.814892864227295, 8.494615459442139, 6.7313307762146, 7.821755695343017, 7.7549646377563475, 8.084327602386475, 7.519926929473877, 7.186476707458496]"
97,23176,"[23176, 1044, 5236, 13504, 7391, 1047, 1555, 6960, 5239, 8058]","{26624, 26629, 26631, 26634, 26637, 26639, 6161, 2066, 26644, 6164, 26646, 26647, 26648, 2074, 26652, 26653, 6174, 26657, 26659, 26662, 26663, 26665, 26666, 26667, 26673, 10290, 12342, 26678, 66, 6227, 26708, 6229, 6230, 26714, 26715, 12384, 26725, 26726, 26728, 2156, 2157, 2158, 26734, 26745, 12410, 26748, 26759, 26760, 6292, 6294, 6295, 26775, 26777, 26781, 26782, 26783, 2208, 2209, 26786, 2211, 26788, 26789, 26785, 26794, 26798, 4276, 2479, 26810, 26811, 26813, 26817, 10434, 26818, 26820, 26821, 12487, 26826, 18647, 26839, 18650, 26844, 26845, 18654, 26846, 26848, 2487, 26849, 26851, 26853, 26854, 26855, 10476, 26860, 26864, 26865, 26867, 26871, 12536, 6395, 6398, 6399, 10496, 18694, 2310, 26887, 26893, 6567, 6419, 6420, 26900, 6568, 26902, 26904, 22809, 26905, 26909, 20766, 26910, 6570, 18724, 26923, 12588, 26924, 6451, 26942, 6464, 12609, 26946, 2369, 26948, 26949, 4416, 26951, 26952, 26954, 26958, 2385, 26961, 26963, 26964, 26965, 26967, 26970, 26972, 4445, 4446, 4447, 26976, 26975, 26978, 26980, 26981, 26987, 26989, 26990, 20847, 26991, 26994, 26995, 26996, 12661, 26998, 26999, 27000, 22905, 27001, 26997, 27004, 27005, 27006, 27007, 2519, 27011, 27012, 27013, 27014, 27015, 27016, 27017, 27018, 27019, 27020, 22924, 12686, 27022, 27024, 6546, 27027, 27028, 22933, 27030, 27031, 27032, 27033, 27034, 27035, 27036, 27029, 27038, 27039, 27040, 4513, 12705, 27043, 27044, 27045, 27046, 27047, 6565, 27049, 27050, 27051, 6566, 10669, 27054, 27055, 27056, 27057, 27058, 27059, 10676, 2485, 27062, 27063, 27064, 6585, 2490, 6586, 6587, 20921, 27070, 6591, 27072, 10689, 27074, 27075, 27076, 27073, 27071, 27079, 27080, 27081, 27082, 27083, 27086, 4559, 27087, 10702, 27090, 27091, 6612, 27093, 6614, 10711, 6616, 27097, 6618, 27099, 6620, 6621, 6622, 27103, 27102, 27105, 27100, 27107, 27108, 27109, 27110, 27112, 27114, 27116, 14829, 27118, 27119, 27120, 27121, 27117, 6643, 6644, 27125, 27126, 27127, 27128, 27129, 27130, 27131, 27124, 27133, 27134, 27135, 27137, 27140, 27142, 27143, 27145, 27146, 27147, 27148, 27149, 27150, 27151, 27152, 27153, 27154, 8725, 27158, 27159, 536, 27161, 27162, 27160, 27164, 27165, 27166, 27167, 6689, 27174, 27175, 27176, 27177, 27178, 27179, 27180, 27181, 27182, 27183, 27186, 2611, 27188, 2610, 2614, 27191, 2616, 27193, 27194, 27195, 27196, 8765, 27198, 27199, 27200, 27201, 27202, 27203, 27197, 14917, 23110, 27207, 27208, 27209, 586, 27210, 27212, 27213, 27214, 27215, 27216, 6737, 27218, 27217, 27220, 2645, 27222, 27223, 2648, 27225, 27224, 27227, 27226, 27229, 23134, 27231, 27232, 27230, 27234, 27233, 27236, 27237, 27235, 27239, 2662, 10857, 12906, 27243, 27264, 10881, 27266, 6796, 2701, 2702, 27279, 27280, 2703, 2700, 6803, 6804, 6805, 5016, 2706, 2704, 10905, 4766, 4767, 4768, 2718, 27299, 27309, 7057, 6835, 27319, 4792, 2751, 2752, 22935, 22936, 10959, 4816, 27346, 27348, 6869, 27349, 27010, 6879, 6886, 27368, 4841, 4844, 27372, 11140, 10996, 6910, 6912, 6914, 2824, 11021, 6927, 11029, 27416, 2852, 11047, 27026, 11051, 11057, 2882, 11078, 6983, 9038, 11088, 11092, 7000, 27488, 7010, 2924, 9073, 9078, 11138, 27524, 27525, 27526, 27527, 27528, 27529, 27530, 27531, 27532, 27533, 27534, 27535, 27536, 27537, 27538, 27539, 27540, 7061, 27541, 27542, 27543, 27544, 27546, 27545, 27547, 27548, 27549, 27550, 27551, 2977, 27552, 27554, 27556, 27557, 27558, 27559, 27553, 11170, 27565, 11181, 11183, 11185, 27570, 27573, 5060, 27591, 27594, 3021, 2636, 27060, 27061, 5085, 9187, 998, 21479, 27065, 3052, 21484, 5101, 5103, 5102, 27066, 1012, 27067, 2644, 27068, 27069, 2646, 13316, 13317, 13318, 13319, 15365, 11273, 13322, 5130, 5132, 11275, 2647, 13330, 7222, 9273, 3146, 19531, 19535, 10803, 7251, 11351, 5210, 1116, 1117, 11360, 3169, 3170, 3171, 3174, 19559, 3176, 5225, 5222, 3179, 3180, 3181, 27094, 27095, 27096, 23026, 11405, 5262, 11407, 27098, 5271, 11421, 11422, 5279, 5280, 11424, 11428, 5309, 5315, 1233, 11511, 11515, 3328, 3329, 13570, 3330, 9472, 23815, 27123, 21785, 3355, 11549, 3358, 7460, 7464, 7466, 7467, 7469, 5422, 7473, 7476, 5431, 5436, 7487, 15682, 23874, 7499, 9550, 7504, 7505, 3409, 23891, 23892, 23893, 7509, 11601, 7515, 3441, 5490, 21874, 3448, 3450, 11643, 15739, 11647, 11658, 11661, 15762, 11676, 15772, 5538, 5545, 15791, 15792, 27157, 15802, 9662, 15808, 1473, 11756, 11757, 1526, 1537, 5635, 1554, 11796, 11797, 15896, 5667, 1572, 1571, 15913, 5676, 1592, 11834, 1604, 15943, 5704, 15944, 5707, 11859, 27190, 15972, 15973, 27192, 11891, 15994, 11905, 5767, 16009, 23131, 16031, 27206, 1722, 11972, 11979, 11980, 5839, 3803, 3805, 12005, 16112, 16113, 5878, 16128, 5889, 5890, 5891, 5892, 12042, 26381, 16143, 12047, 10003, 26421, 1855, 5960, 5962, 16214, 3944, 3948, 12146, 3969, 6018, 3974, 12176, 12177, 6042, 4001, 12199, 26557, 26559, 26560, 16320, 6082, 26563, 10180, 26565, 10178, 26567, 6088, 10179, 10177, 26572, 26574, 26575, 6094, 12240, 26580, 12246, 26583, 26587, 26588, 10203, 26593, 12258, 26599, 26602, 26604, 26612, 26613, 26616, 26619, 12287}","[9.157809, 9.158038, 8.538972, 8.226922, 7.7312655, 7.7719994, 7.4295564, 7.98352, 6.8806105, 7.4008203]",1044,"[8.3021821975708, 8.217447280883789, 7.123736381530762, 8.072587013244629, 7.162405490875244, 5.345709323883057, 6.993967533111572, 7.942511081695557, 7.018078327178955, 6.56537389755249]","[7.917366981506348, 8.311245918273926, 7.53769063949585, 7.8538432121276855, 7.084634304046631, 5.296173095703125, 6.747385501861572, 7.995223522186279, 6.8497748374938965, 6.931919097900391]","[8.056429862976074, 8.288653373718262, 8.200984001159668, 7.873841762542725, 7.246028900146484, 6.319426536560059, 6.611481189727783, 7.416078090667725, 6.459108829498291, 5.593864440917969]","[8.558686256408691, 8.466439247131348, 7.967146873474121, 8.005069732666016, 7.20182466506958, 5.2819108963012695, 6.880936145782471, 7.931140899658203, 7.189563751220703, 6.740621089935303]","[8.312137603759766, 8.677300453186035, 7.500102996826172, 7.781737327575684, 7.16159200668335, 5.539759159088135, 7.154125213623047, 7.705529689788818, 7.23641300201416, 6.993305683135986]","[8.229360580444336, 8.392217254638672, 7.6659321784973145, 7.917415809631348, 7.171297073364258, 5.556595802307129, 6.877579116821289, 7.798096656799316, 6.950587749481201, 6.565016841888427]"
98,13979,"[13979, 12939, 1017, 6852, 6855, 6853, 6850, 6856, 6410, 6854]","{1188, 109}","[7.7816234, 7.8089743, 7.67329, 7.6987257, 7.5872965, 7.6176314, 7.2388864, 7.181485, 6.967941, 7.0385714]",12939,"[5.5994977951049805, 7.275269031524658, 7.848550796508789, 7.610566139221191, 7.271856784820557, 7.289133071899414, 7.681246280670166, 7.489819526672363, 4.368982791900635, 7.255051612854004]","[4.69924259185791, 7.064206600189209, 8.046627044677734, 7.373471260070801, 7.470778942108154, 7.407673358917236, 7.376016139984131, 7.0617265701293945, 5.518172264099121, 6.885598182678223]","[7.111614227294922, 6.798130989074707, 7.454952239990234, 7.116857051849365, 7.047977924346924, 7.318937301635742, 7.181249618530273, 7.120718002319336, 6.948557376861572, 6.738797187805176]","[5.889037609100342, 6.746359825134277, 8.033819198608398, 6.754988670349121, 7.148921012878418, 7.45820426940918, 7.20402193069458, 6.543905258178711, 3.910585880279541, 6.962645053863525]","[6.803423881530762, 7.0581889152526855, 7.5002970695495605, 6.9484171867370605, 7.005020618438721, 6.988577365875244, 7.206413745880127, 6.886572360992432, 4.782105445861816, 6.999732494354248]","[6.020563220977783, 6.988431072235107, 7.776849269866943, 7.160860061645508, 7.188911056518554, 7.292505073547363, 7.329789543151856, 7.020548343658447, 5.105680751800537, 6.968364906311035]"
